Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30_Aug_2021,US Open,Hard,R128,55,29,Alcaraz d. (26)Cameron Norrie [GBR],6-4 6-4 6-3,,1.47,8.10%,2.70%,66.20%,77.60%,56.00%,3-Jan,1:54
23_Aug_2021,Winston-Salem,Hard,SF,54,90,Mikael Ymer [SWE] d. (15)Alcaraz,7-5 6-3,,0.79,3.60%,3.60%,69.10%,71.10%,47.10%,0/3,1:16
23_Aug_2021,Winston-Salem,Hard,QF,54,65,(15)Alcaraz d. Marcos Giron [USA],7-6(2) 6-2,,1.68,5.30%,3.50%,52.60%,73.30%,70.40%,5-Mar,1:38
23_Aug_2021,Winston-Salem,Hard,R16,54,42,(15)Alcaraz d. (4)Marton Fucsovics [HUN],6-3 0-6 6-2,,0.91,0.00%,2.10%,56.80%,57.40%,58.50%,14-Nov,2:06
23_Aug_2021,Winston-Salem,Hard,R32,54,71,(15)Alcaraz d. (Q)Alexei Popyrin [AUS],6-7(9) 6-1 7-6(1),,1.79,7.50%,1.10%,66.70%,77.40%,87.10%,2-Feb,2:20
16_Aug_2021,Cincinnati Masters,Hard,R64,55,27,Lorenzo Sonego [ITA] d. (Q)Alcaraz,6-3 7-6(6),,0.84,1.40%,4.20%,50.70%,72.20%,37.10%,4-Jan,2:11
16_Aug_2021,Cincinnati Masters,Hard,Q2,55,67,(2)Alcaraz d. (9)Ilya Ivashka [BLR],6-3 6-4,,1.33,0.00%,4.80%,69.40%,67.40%,57.90%,6-Apr,
16_Aug_2021,Cincinnati Masters,Hard,Q1,55,94,(2)Alcaraz d. Thiago Monteiro [BRA],6-2 6-3,,1.8,3.70%,3.70%,66.70%,77.80%,66.70%,3-Mar,
26_Jul_2021,Kitzbuhel,Clay,R32,55,337,(WC)Alexander Erler [AUT] d. (10)Alcaraz,7-5 1-6 6-2,,0.97,1.20%,4.80%,53.00%,65.90%,51.30%,0/4,2:09
19_Jul_2021,Umag,Clay,F,73,59,(7)Alcaraz d. (4)Richard Gasquet [FRA],6-2 6-2, (ch),1.54,0.00%,4.10%,55.10%,77.80%,59.10%,3-Mar,1:16
19_Jul_2021,Umag,Clay,SF,73,43,(7)Alcaraz d. (1)Albert Ramos [ESP],6-2 7-6(3),,1.19,1.40%,2.90%,71.40%,64.00%,50.00%,8-May,1:59
19_Jul_2021,Umag,Clay,QF,73,34,(7)Alcaraz d. (3)Filip Krajinovic [SRB],7-6(3) 2-6 6-1,,1.13,0.00%,2.20%,70.80%,69.80%,38.50%,9-May,2:18
19_Jul_2021,Umag,Clay,R16,73,117,(7)Alcaraz d. Andrej Martin [SVK],6-3 6-1,,1.52,1.90%,3.80%,73.10%,65.80%,50.00%,5-Mar,1:15
19_Jul_2021,Umag,Clay,R32,73,103,(7)Alcaraz d. Lucas Pouille [FRA],3-6 6-2 6-2, (ch),1.27,0.00%,0.00%,65.80%,70.80%,44.00%,5-Feb,2:06
28_Jun_2021,Wimbledon,Grass,R64,75,2,(2)Daniil Medvedev [RUS] d. (WC)Alcaraz,6-4 6-1 6-2, (ch),0.5,2.40%,6.10%,67.10%,61.80%,25.90%,15-Aug,1:35
28_Jun_2021,Wimbledon,Grass,R128,75,116,(WC)Alcaraz d. (LL)Yasutaka Uchiyama [JPN],6-3 6-7(4) 6-2 3-6 6-3,,1.11,3.60%,3.00%,59.80%,66.30%,48.50%,17/23,4:18
31_May_2021,Roland Garros,Clay,R32,97,42,Jan Lennard Struff [GER] d. (Q)Alcaraz,6-4 7-6(3) 6-2,,0.76,3.00%,1.00%,59.00%,52.50%,58.50%,11-May,2:16
31_May_2021,Roland Garros,Clay,R64,97,31,(Q)Alcaraz d. (28)Nikoloz Basilashvili [GEO],6-4 6-2 6-4,,1.39,12.30%,1.20%,67.90%,78.20%,50.00%,6-Apr,1:56
31_May_2021,Roland Garros,Clay,R128,97,128,(Q)Alcaraz d. (Q)Bernabe Zapata Miralles [ESP],6-3 2-6 6-1 7-6(4),,1.12,1.50%,4.40%,61.30%,59.50%,56.60%,12-Jun,3:08
31_May_2021,Roland Garros,Clay,Q3,97,166,(6)Alcaraz d. Alejandro Tabilo [CHI],6-1 6-1,,1.74,4.20%,6.30%,70.80%,70.60%,42.90%,3-Feb,0:58
31_May_2021,Roland Garros,Clay,Q2,97,235,(6)Alcaraz d. Andrea Pellegrino [ITA],6-1 6-2,,1.85,1.90%,0.00%,73.10%,71.10%,71.40%,2-Feb,1:07
31_May_2021,Roland Garros,Clay,Q1,97,213,(6)Alcaraz d. Lukas Lacko [SVK],6-3 6-3,,1.74,7.40%,0.00%,59.30%,78.10%,63.60%,3-Feb,1:22
17_May_2021,Oeiras 3 CH,Clay,F,114,109,Alcaraz d. (7)Facundo Bagnis [ARG],6-4 6-4,,1.47,0.00%,3.40%,72.40%,71.40%,68.80%,5-Apr,1:38
17_May_2021,Oeiras 3 CH,Clay,SF,114,112,Alcaraz d. Taro Daniel [JPN],6-2 5-7 6-2,,1.27,5.50%,4.40%,59.30%,74.10%,45.90%,9-Jun,2:35
17_May_2021,Oeiras 3 CH,Clay,QF,114,313,Alcaraz d. (WC)Gastao Elias [POR],7-5 6-4,,1.4,1.70%,5.20%,62.10%,72.20%,63.60%,0/2,1:28
17_May_2021,Oeiras 3 CH,Clay,R16,114,139,Alcaraz d. Brandon Nakashima [USA],3-6 6-4 6-4,,1.06,1.20%,3.60%,71.10%,61.00%,50.00%,7-Feb,2:11
17_May_2021,Oeiras 3 CH,Clay,R32,114,113,Alcaraz d. Yasutaka Uchiyama [JPN],6-0 6-3,,1.8,6.00%,6.00%,54.00%,77.80%,52.20%,4-Mar,1:03
3_May_2021,Madrid Masters,Clay,R32,120,2,(1)Rafael Nadal [ESP] d. (WC)Alcaraz,6-1 6-2, (ch),0.46,0.00%,7.90%,57.90%,40.90%,31.30%,7-Feb,1:17
3_May_2021,Madrid Masters,Clay,R64,120,34,(WC)Alcaraz d. Adrian Mannarino [FRA],6-4 6-0,,2.17,2.40%,2.40%,61.90%,80.80%,68.80%,0/0,1:11
26_Apr_2021,Estoril,Clay,R32,120,42,(6)Marin Cilic [CRO] d. (Q)Alcaraz,6-3 1-6 6-4,,0.97,1.10%,3.20%,61.10%,60.30%,43.20%,14-Sep,2:13
26_Apr_2021,Estoril,Clay,Q2,120,142,(6)Alcaraz d. Carlos Taberner [ESP],7-5 6-3,,1.15,4.00%,4.00%,68.00%,62.70%,62.50%,6-May,1:38
26_Apr_2021,Estoril,Clay,Q1,120,143,(6)Alcaraz d. Tallon Griekspoor [NED],6-1 6-3,,1.98,9.30%,0.00%,62.80%,74.10%,75.00%,0/0,1:17
19_Apr_2021,Barcelona,Clay,R64,119,65,Frances Tiafoe [USA] d. (WC)Alcaraz,6-4 7-6(2),,0.77,2.80%,2.80%,57.70%,65.90%,43.30%,6-Mar,1:43
5_Apr_2021,Marbella,Clay,SF,133,95,Jaume Munar [ESP] d. (WC)Alcaraz,7-6(4) 6-4,,0.81,0.00%,4.90%,69.50%,59.60%,44.00%,11-Jul,1:54
5_Apr_2021,Marbella,Clay,QF,133,26,(WC)Alcaraz d. (3)Casper Ruud [NOR],6-2 6-4,,1.8,4.30%,0.00%,60.90%,82.10%,55.60%,4-Feb,1:18
5_Apr_2021,Marbella,Clay,R16,133,64,(WC)Alcaraz d. (6)Feliciano Lopez [ESP],4-6 6-2 6-4,,1.17,8.30%,2.40%,72.60%,67.20%,52.20%,12-Sep,2:00
5_Apr_2021,Marbella,Clay,R32,133,129,(WC)Alcaraz d. (Q)Nikola Milojevic [SRB],7-6(3) 6-3,,1.53,1.60%,1.60%,71.00%,79.50%,55.60%,0/1,1:38
22_Mar_2021,Miami Masters,Hard,R128,132,83,Emil Ruusuvuori [FIN] d. (WC)Alcaraz,6-4 2-6 7-5, (ch),1.09,2.40%,4.80%,63.90%,69.80%,53.30%,7-Apr,2:11
15_Mar_2021,Acapulco,Hard,R32,132,7,(2)Alexander Zverev [GER] d. (WC)Alcaraz,6-3 6-1,,0.59,0.00%,1.60%,59.70%,51.40%,40.00%,14-Sep,1:24
1_Mar_2021,Las Palmas 2 CH,Clay,R16,131,248,Marco Trungelliti [ARG] d. (1)Alcaraz,7-6(5) 6-3,,0.88,1.80%,5.30%,59.60%,67.60%,34.80%,6-Feb,1:28
1_Mar_2021,Las Palmas 2 CH,Clay,R32,131,389,(1)Alcaraz d. (Q)Filip Cristian Jianu [ROU],6-3 6-7(3) 6-1,,1.5,4.80%,3.60%,58.30%,79.60%,68.60%,0/1,1:58
22_Feb_2021,Montpellier,Hard,Q1,127,160,Tallon Griekspoor [NED] d. (6)Alcaraz,4-6 6-3 6-1,,0.72,3.30%,3.30%,67.80%,65.60%,37.90%,10-May,1:47
8_Feb_2021,Australian Open,Hard,R64,141,95,Mikael Ymer [SWE] d. (Q)Alcaraz,2-6 6-4 6-4 7-6(5),,0.97,5.30%,3.80%,62.40%,62.70%,44.00%,18-Oct,3:08
8_Feb_2021,Australian Open,Hard,R128,141,151,(Q)Alcaraz d. (Q)Botic Van De Zandschulp [NED],6-1 6-4 6-4, (ch),1.52,2.40%,1.20%,57.10%,77.10%,63.90%,4-Mar,1:54
1_Feb_2021,Great Ocean Road Open,Hard,R16,146,83,Thiago Monteiro [BRA] d. Alcaraz,7-6(3) 6-3,,0.89,8.20%,0.00%,70.50%,72.10%,61.10%,2-Jan,1:37
1_Feb_2021,Great Ocean Road Open,Hard,R32,146,14,Alcaraz d. (1)David Goffin [BEL],6-3 6-3,,1.37,1.70%,3.40%,62.10%,63.90%,45.50%,5-Feb,1:13
1_Feb_2021,Great Ocean Road Open,Hard,R64,146,94,Alcaraz d. Attila Balazs [HUN],2-2 RET,,0.6,25.00%,0.00%,50.00%,83.30%,50.00%,0/0,0:19
10_Jan_2021,Doha Aus Open Qualies,Hard,Q3,141,111,(21)Alcaraz d. (2)Hugo Dellien [BOL],6-2 6-3,,1.46,3.10%,3.10%,69.20%,73.30%,30.00%,6-Apr,1:22
10_Jan_2021,Doha Aus Open Qualies,Hard,Q2,141,258,(21)Alcaraz d. Evgeny Karlovskiy [RUS],7-6(1) 7-6(4),,1.13,4.80%,2.40%,73.80%,59.70%,54.50%,8-Apr,2:16
10_Jan_2021,Doha Aus Open Qualies,Hard,Q1,141,184,(21)Alcaraz d. Filip Horansky [SVK],5-7 6-1 6-4,,1.27,4.70%,4.70%,65.90%,75.00%,48.30%,5-Feb,2:23
26_Oct_2020,Marbella CH,Clay,R32,138,146,Lorenzo Giustino [ITA] d. Alcaraz,3-6 7-5 6-4,,1.02,1.10%,2.10%,76.60%,58.30%,45.50%,13-Jul,2:25
12_Oct_2020,Alicante CH,Clay,F,158,97,Alcaraz d. (1)Pedro Martinez [ESP],7-6(6) 6-3, (ch),1.18,0.00%,4.00%,73.30%,63.60%,55.00%,8-May,1:43
12_Oct_2020,Alicante CH,Clay,SF,158,188,Alcaraz d. Mario Vilella Martinez [ESP],1-6 6-3 6-4,,0.98,0.00%,2.10%,75.00%,58.30%,50.00%,14-Oct,2:22
12_Oct_2020,Alicante CH,Clay,QF,158,200,Alcaraz d. Juan Pablo Ficovich [ARG],3-6 6-4 6-2,,1.04,0.00%,0.00%,80.20%,50.60%,63.20%,12-Jul,2:23
12_Oct_2020,Alicante CH,Clay,R16,158,128,Alcaraz d. (6)Daniel Elahi Galan [COL],6-1 3-6 6-3,,1.21,0.00%,2.20%,71.90%,65.60%,64.00%,6-May,2:00
12_Oct_2020,Alicante CH,Clay,R32,158,207,Alcaraz d. Ramkumar Ramanathan [IND],7-6(4) 7-6(3),,1.15,0.00%,4.10%,64.40%,68.10%,57.70%,0/3,1:46
5_Oct_2020,Barcelona CH,Clay,F,189,114,Alcaraz d. (4)Damir Dzumhur [BIH],4-6 6-2 6-1, (ch),1.1,1.10%,3.30%,75.80%,69.60%,40.90%,6-May,1:48
5_Oct_2020,Barcelona CH,Clay,SF,189,198,Alcaraz d. (Q)Andrea Collarini [ARG],6-3 7-5,,1.18,1.40%,8.20%,60.30%,56.80%,48.30%,10-Jun,1:43
5_Oct_2020,Barcelona CH,Clay,QF,189,177,Alcaraz d. Filip Horansky [SVK],7-5 4-6 6-4,,1.04,1.90%,1.90%,61.90%,61.50%,47.50%,13-Aug,2:13
5_Oct_2020,Barcelona CH,Clay,R16,189,183,Alcaraz d. Mario Vilella Martinez [ESP],6-3 4-6 6-2,,1.16,0.00%,4.70%,55.30%,66.00%,52.60%,14-Oct,2:12
5_Oct_2020,Barcelona CH,Clay,R32,189,113,Alcaraz d. (3)Pedro Sousa [POR],6-3 6-3,,1.34,0.00%,1.90%,55.80%,65.50%,56.50%,4-Feb,1:11
28_Sep_2020,Biella CH,Clay,R16,189,177,Filip Horansky [SVK] d. Alcaraz,6-3 6-4,,0.72,5.30%,5.30%,54.40%,61.30%,46.20%,0/4,1:16
28_Sep_2020,Biella CH,Clay,R32,189,143,Alcaraz d. (8)Juan Pablo Varillas [PER],2-6 7-6(8) 7-6(2),,0.92,1.50%,1.50%,67.60%,57.60%,54.50%,17-Dec,3:07
28_Sep_2020,Roland Garros,Clay,Q1,189,193,Aleksandar Vukic [AUS] d. Alcaraz,4-6 7-6(5) 6-3, (ch),0.98,6.00%,4.00%,60.00%,70.00%,52.50%,7-Apr,2:15
31_Aug_2020,Cordenons CH,Clay,F,217,178,Bernabe Zapata Miralles [ESP] d. (SE)Alcaraz,6-2 4-6 6-2, (ch),0.78,1.40%,2.80%,64.80%,52.20%,44.00%,11-May,1:49
31_Aug_2020,Cordenons CH,Clay,SF,217,221,(SE)Alcaraz d. Daniel Altmaier [GER],6-1 7-6(6),,1.42,0.00%,3.40%,67.80%,72.50%,57.90%,4-Mar,1:25
31_Aug_2020,Cordenons CH,Clay,QF,217,134,(SE)Alcaraz d. (4)Facundo Bagnis [ARG],7-6(5) 4-6 6-2,,1,1.90%,6.60%,72.60%,58.40%,44.80%,12-Jul,2:34
31_Aug_2020,Cordenons CH,Clay,R16,217,222,(SE)Alcaraz d. Benjamin Bonzi [FRA],6-3 7-6(3),,1.16,0.00%,2.60%,67.50%,59.60%,64.00%,9-Jul,1:37
31_Aug_2020,Cordenons CH,Clay,R32,217,196,(SE)Alcaraz d. Juan Pablo Ficovich [ARG],4-6 6-3 7-5,,1.06,0.80%,1.70%,75.60%,60.00%,65.50%,14/17,2:46
24_Aug_2020,Trieste CH,Clay,F,310,408,(Q)Alcaraz d. (Q)Riccardo Bonadio [ITA],6-4 6-3, (ch),1.76,2.20%,2.20%,73.90%,79.40%,58.30%,3-Feb,1:09
24_Aug_2020,Trieste CH,Clay,SF,310,280,(Q)Alcaraz d. (WC)Lorenzo Musetti [ITA],7-5 2-6 6-3, (ch),1.07,0.00%,4.60%,73.60%,60.90%,43.50%,6-Jan,2:13
24_Aug_2020,Trieste CH,Clay,QF,310,321,(Q)Alcaraz d. (Q)Tomas Martin Etcheverry [ARG],7-6(2) 6-3,,1.26,2.60%,1.30%,71.80%,69.60%,63.60%,8-Jul,1:55
24_Aug_2020,Trieste CH,Clay,R16,310,222,(Q)Alcaraz d. Matteo Viola [ITA],6-4 6-2,,2.25,0.00%,2.20%,60.00%,85.20%,66.70%,2-Jan,1:28
24_Aug_2020,Trieste CH,Clay,R32,310,254,(Q)Alcaraz d. Mathias Bourgue [FRA],6-3 6-3,,1.3,1.70%,1.70%,79.70%,66.00%,41.70%,6-Apr,1:18
24_Aug_2020,Trieste CH,Clay,Q2,310,233,(8)Alcaraz d. (1)Tobias Kamke [GER],6-3 6-3,,1.37,3.40%,1.70%,83.10%,65.30%,50.00%,8-Jun,1:18
24_Aug_2020,Trieste CH,Clay,Q1,310,894,(8)Alcaraz d. (WC)Giacomo Dambrosi [ITA],6-2 3-6 6-3,,1.25,2.50%,6.30%,64.60%,72.50%,57.10%,5-Mar,2:02
17_Aug_2020,Todi CH,Clay,R32,318,236,Gian Marco Moroni [ITA] d. (Q)Alcaraz,6-3 6-2,,0.55,0.00%,2.20%,68.90%,54.80%,64.30%,8-May,1:16
17_Aug_2020,Todi CH,Clay,Q2,318,279,(7)Alcaraz d. (4)Borna Gojo [CRO],6-4 6-4,,1.13,1.50%,4.50%,67.20%,71.10%,54.50%,5-Apr,1:33
17_Aug_2020,Todi CH,Clay,Q1,318,933,(7)Alcaraz d. (WC)Flavio Cobolli [ITA],6-2 6-3,,1.44,0.00%,6.10%,67.30%,60.60%,56.30%,0/2,1:19
17_Feb_2020,Rio De Janeiro,Clay,R16,406,116,(Q)Federico Coria [ARG] d. (WC)Alcaraz,6-4 4-6 6-4, (ch),1.07,4.90%,4.90%,59.30%,75.00%,39.40%,9-Apr,2:17
17_Feb_2020,Rio De Janeiro,Clay,R32,406,41,(WC)Alcaraz d. (7)Albert Ramos [ESP],7-6(2) 4-6 7-6(2), (ch),0.99,1.30%,3.30%,68.00%,62.50%,44.90%,15-Oct,3:36
27_Jan_2020,M15 Antalya,Clay,F,446,420,(1)Zsombor Piros [HUN] d. (2)Alcaraz,4-6 6-4 6-3,,,,,,,,,
27_Jan_2020,M15 Antalya,Clay,SF,446,514,(2)Alcaraz d. (4)Alexandar Lazarov [BUL],6-3 6-0,,,,,,,,,
27_Jan_2020,M15 Antalya,Clay,QF,446,579,(2)Alcaraz d. (8)Timofey Skatov [RUS],6-3 6-3,,,,,,,,,
27_Jan_2020,M15 Antalya,Clay,R16,446,1498,(2)Alcaraz d. (Q)Tristan Meraut [FRA],7-5 6-3,,,,,,,,,
27_Jan_2020,M15 Antalya,Clay,R32,446,802,(2)Alcaraz d. Sandro Kopp [AUT],6-4 6-4,,,,,,,,,
13_Jan_2020,M15 Manacor,Hard,F,488,511,Alcaraz d. Evan Furness [FRA],6-3 6-4,,,,,,,,,
13_Jan_2020,M15 Manacor,Hard,SF,488,1909,Alcaraz d. (Q)Joao Monteiro [POR],6-2 6-4,,,,,,,,,
13_Jan_2020,M15 Manacor,Hard,QF,488,407,Alcaraz d. (6)Evan Hoyt [GBR],6-2 6-4,,,,,,,,,
13_Jan_2020,M15 Manacor,Hard,R16,488,906,Alcaraz d. (Q)Billy Harris [GBR],4-6 7-6(3) 7-6(2),,,,,,,,,
13_Jan_2020,M15 Manacor,Hard,R32,488,489,Alcaraz d. Alvaro Lopez San Martin [ESP],6-3 7-5,,,,,,,,,
6_Jan_2020,M15 Manacor,Hard,F,490,437,(6)Alcaraz d. (5)Evan Furness [FRA],6-0 6-2,,,,,,,,,
6_Jan_2020,M15 Manacor,Hard,SF,490,1054,(6)Alcaraz d. (Q)Alberto Barroso Campos [ESP],6-3 6-3,,,,,,,,,
6_Jan_2020,M15 Manacor,Hard,QF,490,885,(6)Alcaraz d. (Q)Pawel Cias [POL],6-3 6-7(5) 6-1,,,,,,,,,
6_Jan_2020,M15 Manacor,Hard,R16,490,629,(6)Alcaraz d. Mats Rosenkranz [GER],6-2 6-0,,,,,,,,,
6_Jan_2020,M15 Manacor,Hard,R32,490,1114,(6)Alcaraz d. (Q)Mattia Bellucci [ITA],6-2 6-1,,,,,,,,,
7_Oct_2019,M25 RibaRoja de Turia,Clay,R32,493,697,Inigo Cervantes Huegun [ESP] d. (7)Alcaraz,7-6(5) 6-2,,,,,,,,,
23_Sep_2019,Florence CH,Clay,R64,493,241,Stefano Napolitano [ITA] d. (WC)Alcaraz,1-6 6-4 6-1,,0.99,1.10%,1.10%,67.40%,48.30%,55.20%,10-Apr,1:53
9_Sep_2019,Seville CH,Clay,QF,566,120,(2)Salvatore Caruso [ITA] d. (WC)Alcaraz,4-6 7-6(4) 6-4,,0.91,2.90%,1.90%,65.70%,53.60%,38.90%,10-Mar,2:41
9_Sep_2019,Seville CH,Clay,R16,566,149,(WC)Alcaraz d. (7)Pedro Martinez [ESP],5-7 6-4 6-3,,1,0.00%,0.80%,77.80%,57.10%,57.10%,14-Oct,2:45
9_Sep_2019,Seville CH,Clay,R32,566,184,(WC)Alcaraz d. (9)Yannick Hanfmann [GER],7-6(3) 7-6(4),,1.13,1.10%,4.40%,64.40%,65.50%,62.50%,7-May,1:59
9_Sep_2019,Seville CH,Clay,R64,566,435,(WC)Alcaraz d. Rio Noguchi [JPN],6-1 6-4,,1.65,7.40%,1.90%,64.80%,74.30%,73.70%,1-Jan,
26_Aug_2019,Mallorca CH,Hard,R64,571,311,Jurij Rodionov [AUT] d. (WC)Alcaraz,6-4 6-4,,0.88,4.80%,4.80%,66.10%,63.40%,52.40%,10-Jul,1:19
19_Aug_2019,L'Aquila CH,Clay,R32,583,284,(8)Frederico Ferreira Silva [POR] d. (WC)Alcaraz,6-3 4-6 6-3,,0.82,0.90%,1.80%,72.70%,55.00%,53.30%,14/19,2:28
19_Aug_2019,L'Aquila CH,Clay,R64,583,220,(WC)Alcaraz d. (ITF)Christopher Oconnell [AUS],6-4 6-2,,1.33,1.70%,6.70%,75.00%,73.30%,40.00%,4-Mar,1:15
22_Jul_2019,M25 Denia,Clay,F,521,636,Alcaraz d. (8)Timofey Skatov [RUS],6-4 6-3,,,,,,,,,
22_Jul_2019,M25 Denia,Clay,SF,521,383,Alcaraz d. (2)Carlos Boluda Purkiss [ESP],3-6 6-4 7-6(4),,,,,,,,,
22_Jul_2019,M25 Denia,Clay,QF,521,,Alcaraz d. (Q)Carlos Sanchez Jover [ESP],6-4 2-6 6-3,,,,,,,,,
22_Jul_2019,M25 Denia,Clay,R16,521,,Alcaraz d. (Q)Sergio Martos Gornes [ESP],6-2 6-4,,,,,,,,,
22_Jul_2019,M25 Denia,Clay,R32,521,,Alcaraz d. (LL)Alejandro Moro Canas [ESP],6-2 6-4,,,,,,,,,
17_Jun_2019,M25 Martos,Hard,SF,517,371,Kevin King [USA] d. (6)Alcaraz,6-1 6-0,,,,,,,,,
17_Jun_2019,M25 Martos,Hard,QF,517,,(6)Alcaraz d. Mick Lescure [FRA],3-6 7-6(3) 6-1,,,,,,,,,
17_Jun_2019,M25 Martos,Hard,R16,517,,(6)Alcaraz d. Alberto Barroso Campos [ESP],6-2 6-3,,,,,,,,,
17_Jun_2019,M25 Martos,Hard,R32,517,,(6)Alcaraz d. Simon Carr [IRL],4-6 6-3 6-3,,,,,,,,,
22_Apr_2019,Barcelona,Clay,Q1,505,107,(12)Pedro Sousa [POR] d. (WC)Alcaraz,6-7(5) 6-3 6-1,,0.86,4.20%,4.20%,70.50%,56.70%,46.40%,10-Mar,1:48
8_Apr_2019,Murcia CH,Clay,R16,597,170,(9)Rudolf Molleker [GER] d. (WC)Alcaraz,6-1 6-7(5) 6-3,,0.79,1.10%,3.40%,54.50%,68.80%,52.50%,9-May,1:50
8_Apr_2019,Murcia CH,Clay,R32,597,140,(WC)Alcaraz d. (5)Pedro Martinez [ESP],6-3 7-6(4), (ch),1.07,1.10%,1.10%,65.50%,63.20%,70.00%,5-Apr,1:46
8_Apr_2019,Murcia CH,Clay,R64,597,267,(WC)Alcaraz d. Gleb Sakharov [FRA],7-6(6) 6-4,,1.06,0.00%,1.10%,79.80%,60.00%,47.40%,12-Sep,2:00
1_Apr_2019,Villena CH,Clay,R32,,132,(8)Lukas Rosol [CZE] d. (WC)Alcaraz,6-2 4-6 6-4,,0.83,0.00%,3.40%,75.00%,47.00%,54.50%,0/7,1:46
1_Apr_2019,Villena CH,Clay,R64,,319,(WC)Alcaraz d. (WC)Jannik Sinner [ITA],6-2 3-6 6-3, (ch),1.17,0.00%,2.50%,68.40%,53.70%,60.00%,8-Mar,1:50
21_Jan_2019,M15 Palmanova,Clay,SF,,,Francisco Cerundolo [ARG] d. (JR )Alcaraz,6-2 6-4,,,,,,,,,
21_Jan_2019,M15 Palmanova,Clay,QF,,,(JR )Alcaraz d. Maxime Mora [FRA],6-2 6-4,,,,,,,,,
21_Jan_2019,M15 Palmanova,Clay,R16,,648,(JR )Alcaraz d. Jeroen Vanneste [BEL],6-3 6-1,,,,,,,,,
21_Jan_2019,M15 Palmanova,Clay,R32,,589,(JR )Alcaraz d. Alvaro Lopez San Martin [ESP],5-7 6-3 6-1,,,,,,,,,
12_Feb_2018,Spain F5,Clay,QF,,319,Sergio Gutierrez Ferrol [ESP] d. Alcaraz,6-0 6-4,,,,,,,,,
12_Feb_2018,Spain F5,Clay,R16,,,Alcaraz d. Nikita Tatyanin [RUS],7-5 7-6(5),,,,,,,,,
12_Feb_2018,Spain F5,Clay,R32,,292,Alcaraz d. (2)Federico Gaio [ITA],7-5 4-6 7-6(3),,,,,,,,,